 Site,Site code,DecdegS,DecdegE,Country,Province or district,RFZ,Biome,Stratigraphic context,Dating technique,Material dated, Species,Lab ID,Date,Uncertainty,Archaeological Period,Archaeological Sub-chronology,Sample context,Site Type,delta 13,refcode,Notes
Lose Hill,LOS,-22.949,26.909,Botswana,Central District,S,Savanna Biome,,conventional 14C,,,Beta-24519,1070,60,Iron Age,,,,,kiyagamulindwa1990eec,Mapungubwe Palace; Toutswe Phase
Lujojozi 3027,LJJ,-32.200,28.750,South Africa,Eastern Cape,S,Savanna Biome,,conventional 14C,charcoal,,Beta-11113,1240,70,Iron Age,,,settlement,,feely2011des,
Lujojozi 3027,LJJ,-32.200,28.750,South Africa,Eastern Cape,S,Savanna Biome,,conventional 14C,charcoal,,Beta-11114,1480,100,Iron Age,,,settlement,,feely2011des,
Lydenburg Heads,LYB,-25.11,30.49,South Africa,Mpumalanga,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1634,1410,50,Iron Age,Early Iron Age,,settlement,,evers1982elh,Mzonjani facies
Lydenburg Heads,LYB,-25.11,30.49,South Africa,Mpumalanga,S,Savanna Biome,,conventional 14C,charcoal,,Pta-328,1460,50,Iron Age,Early Iron Age,,settlement,,evers1982elh,Mzonjani facies
Mabhija,MBJ,-28.681,29.980,South Africa,Kwazulu-Natal,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1699a,115,50,Iron Age,,,settlement,,maggs1982mci,Nqabeni facies
Mabveni,MBV,-20.37,30.47,Zimbabwe,Masvingo Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-2105,1365,30,Iron Age,Early Iron Age,,settlement,,hall1980rrd,Gokomere facies
Mabveni,MBV,-20.37,30.47,Zimbabwe,Masvingo Province,S,Savanna Biome,,conventional 14C,charcoal,,SR-43,1770,120,Iron Age,Early Iron Age,,settlement,,sheppard1966rrm,Bambata B
Mabveni,MBV,-20.37,30.47,Zimbabwe,Masvingo Province,S,Savanna Biome,,conventional 14C,charcoal,,SR-79,1380,110,Iron Age,Early Iron Age,,settlement,,sheppard1967rrm,Gokomere facies
Machemma Ruins,MEM,-22.733,29.617,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-3248,480,45,Iron Age,,,settlement,,vogel2000rds,Khami Period; stone-walled
Machemma Ruins,MEM,-22.733,29.617,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,wood,,Pta-3749,150,50,Iron Age,,,settlement,,vogel2000rds,Khami Period; stone-walled
Machemma Ruins,MEM,-22.733,29.617,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-3761,370,45,Iron Age,,,settlement,,vogel2000rds,Khami Period; stone-walled
Machemma Ruins,MEM,-22.733,29.617,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-4076,550,50,Iron Age,,,settlement,,vogel2000rds,Khami Period; stone-walled
Machemma Ruins,MEM,-22.733,29.617,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-4078,380,40,Iron Age,,,settlement,,vogel2000rds,Khami Period; stone-walled
Magogo,MGO,-28.983,30.396,South Africa,Kwazulu-Natal,S,Savanna Biome,Pit 1,conventional 14C,charcoal,,Pta-2874,1360,50,Iron Age,Early Iron Age ,,settlement,,maggs1984esm,Msuluzi facies
Magogo,MGO,-28.983,30.396,South Africa,Kwazulu-Natal,S,Savanna Biome,Pit 13B,conventional 14C,charcoal,,Pta-2875,1190,50,Iron Age,Early Iron Age ,,settlement,,maggs1984esm,Ndondonwane facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5291,330,20,Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5416,400,50,Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5649,280,40,Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5650,210,40,Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5784,230,45,Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5785,240,45,Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7285,300,50,Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Maguga Dam,MGG,-26.064,31.249,Swaziland,Hhohho District,S,Savanna Biome,,conventional 14C,,,Pta-7533,570,50,Iron Age,,,,,huffman2007h,Maguga facies (Mpofu)
Main Caves North,MCN,-29.313,29.567,South Africa,Kwazulu-Natal,S,Grassland Biome,Crust below painting,AMS,other,,OZD-447,2900,80,LSA,,,rock art,,mazel2003dpu,Crust below painting
Main Caves North,MCN,-29.313,29.567,South Africa,Kwazulu-Natal,S,Grassland Biome,Accretion under painting,AMS,other,,OZD-448,2760,75,LSA,,,rock art,,mazel2003dpu,Accretion under painting
Main Caves North,MCN,-29.313,29.567,South Africa,Kwazulu-Natal,S,Grassland Biome,Accretion under painting,AMS,other,,OZD-449,2360,70,LSA,,,rock art,,mazel2003dpu,Accretion under painting
Makahane,MKH,-22.488,31.058,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6149,500,25,Iron Age,,,settlement,,vogel2000rds,
Makahane,MKH,-22.488,31.058,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6151,710,45,Iron Age,,,settlement,,vogel2000rds,
Makahane,MKH,-22.488,31.058,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6152,790,50,Iron Age,,,settlement,,vogel2000rds,
Makahane,MKH,-22.488,31.058,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6153,900,50,Iron Age,,,settlement,,vogel2000rds,
Makahane,MKH,-22.488,31.058,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6310,840,50,Iron Age,,,settlement,,vogel2000rds,
Makahane,MKH,-22.488,31.058,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6312,910,40,Iron Age,,,settlement,,vogel2000rds,
Makahane,MKH,-22.488,31.058,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6313,910,40,Iron Age,,,settlement,,vogel2000rds,
Makgwareng OO1,MKG,-27.914,27.911,South Africa,Free State,S,Grassland Biome,Channel near paved area in southern Zone D,conventional 14C,plant remains,,Pta-1122,140,60,Iron Age,,,settlement,,maggs1976csh,Makgwareng facies. Carbonised reeds
Makgwareng OO1,MKG,-27.914,27.911,South Africa,Free State,S,Grassland Biome,Channel in southwest of Zone D,conventional 14C,plant remains,,Pta-1123,230,50,Iron Age,,,settlement,,maggs1976csh,Makgwareng facies. Carbonised reeds
Makgwareng OO1,MKG,-27.914,27.911,South Africa,Free State,S,Grassland Biome,Stone circle near Hut 1,conventional 14C,charcoal,,Pta-133,70,50,Iron Age,,,settlement,,maggs1976csh,Makgwareng facies
Makgwareng OO1,MKG,-27.914,27.911,South Africa,Free State,S,Grassland Biome,Below Hut 16,conventional 14C,plant remains,,Pta-134,140,50,Iron Age,,,settlement,,maggs1976csh,Makgwareng facies. Carbonised reeds
Makgwareng OO1,MKG,-27.914,27.911,South Africa,Free State,S,Grassland Biome,Below Hut 16,conventional 14C,plant remains,,Pta-401,0,50,Iron Age,,,settlement,,maggs1976csh,Contaminated with rootlets. Carbonised reeds (part of same sample as Pta-134)
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,Beta-18637,1030,70,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,Beta-18638,1070,60,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,Beta-18639,1290,60,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,Beta-18640,1110,90,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,Beta-18641,1200,60,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,Beta-18642,1070,80,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,I-14725,1070,80,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,I-14726,1080,80,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,I-14727,1140,80,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Makodu,MKD,-22.75,27.64,Botswana,Central District,S,Savanna Biome,,AMS,,,I-14728,1050,80,Iron Age,Early Iron Age,smelting,settlement,,huffman2016amt,Zhizo facies
Malkoppan,MKP,-32.134,18.309,South Africa,Western Cape,W,Fynbos Biome,M MUSSEL,conventional 14C,charcoal,,Pta-6219,2460,50,LSA,,,shell midden,-22.1,jerardino2010lsm,
Malkoppan,MKP,-32.134,18.309,South Africa,Western Cape,W,Fynbos Biome,PGLR,conventional 14C,charcoal,,Pta-6220,4230,60,LSA,,,shell midden,-21.9,jerardino2010lsm,
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,Area II,conventional 14C,charcoal,,Pta-4093,1390,50,Iron Age,Early Iron Age ,,settlement,,vanschalkwyk1994evl,"Possibly too old, from heartwood? Ndondonwane facies"
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,Area II,conventional 14C,bone,,Pta-4114,1300,50,Iron Age,Early Iron Age ,,settlement,,vanschalkwyk1994evl,Ndondonwane facies
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,Area VII,conventional 14C,bone,,Pta-4132,1290,50,Iron Age,Early Iron Age ,,settlement,,vanschalkwyk1994evl,Ndondonwane facies
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,Test Trench I,conventional 14C,bone,,Pta-4137,1300,50,Iron Age,Early Iron Age ,,settlement,,vanschalkwyk1994evl,Ndondonwane facies
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,,conventional 14C,bone,,Pta-4164,1170,60,Iron Age,Early Iron Age ,furnace,settlement,,vanschalkwyk1994evl,Ndondonwane facies
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-0768,1030,50,Iron Age,,,settlement,,vogel2000rds,K2 Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1145,880,40,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1156,860,40,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1158,850,50,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1159,840,40,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1209,770,50,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,wood,,Pta-2023,930,40,Iron Age,,,settlement,,vogel2000rds,K2 Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,wood,,Pta-2024,1030,40,Iron Age,,,settlement,,vogel2000rds,K2 Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,bone,Homo sapiens,Pta-3480,770,40,Iron Age,,burial,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,bone,Homo sapiens,Pta-3489,850,40,Iron Age,,burial,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,plant remains,cereal,Pta-372,880,45,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-437,810,45,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-438,820,60,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-439,840,50,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6692,720,40,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-752,790,50,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Mapungubwe,MAP,-22.208,29.373,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-766,860,40,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,encrustation below painting,AMS,other,,OZD-453,3720,100,LSA,,,rock art,,mazel2003dpu,encrustation below painting
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,7,conventional 14C,charcoal,,Pta-5898 ,4790,60,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,4,conventional 14C,charcoal,,Pta-5900 ,4300,20,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,2,conventional 14C,charcoal,,Pta-6244 ,3560,60,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,3,conventional 14C,charcoal,,Pta-6245 ,4080,25,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,4,conventional 14C,charcoal,,Pta-6251 ,4640,70,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,8,conventional 14C,charcoal,,Pta-6253 ,5680,70,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,5,conventional 14C,charcoal,,Pta-6255 ,4960,70,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,6,conventional 14C,charcoal,,Pta-6256 ,4140,60,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,11,conventional 14C,charcoal,,Pta-6258 ,6300,80,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,13,conventional 14C,charcoal,,Pta-6259,8670,140,LSA,Wilton,,rock shelter,,mazel1996mse,
Maqonqo Shelter,MQQ,-28.344,30.424,South Africa,Kwazulu-Natal,S,Grassland Biome,14,conventional 14C,charcoal,,Pta-6260 ,7460,140,LSA,Wilton,,rock shelter,,mazel1996mse,
Masitise,MST,-30.400,27.635,Lesotho,Quthing District,S,Grassland Biome,Layer 3b,conventional 14C,charcoal,,Pta-5454,3370,80,LSA,,,rock shelter,,mitchell1994rha,
Massingir,MSG,-23.90,32.07,Mozambique,Gaza Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1640,1030,40,Iron Age,Early Iron Age,,settlement,,morais1987efc,
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,Layer C,conventional 14C,marine shell,,GrN-5887,7050,45,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,Layer B,conventional 14C,marine shell,,GrN-5888,3555,35,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,Layer C,conventional 14C,charcoal,,L-336E,7750,300,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,Layer C,conventional 14C,,,L-336F,5400,250,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,Layer D,conventional 14C,charcoal,,L-336G,10500,400,LSA,Oakhurst,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,Layer D,conventional 14C,charcoal,,L-336H,11250,400,LSA,Oakhurst,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,AMS,,,OxA-V-2064-52 ,7295,32,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,AMS,,,OxA-V-2064-56 ,9688,36,LSA,Oakhurst,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6686 ,9610,170,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6687 ,7900,340,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6688 ,7920,100,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6691 ,7010,80,LSA,Wilton,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6702,10660,280,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6811 ,6720,25,LSA,Wilton,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,marine shell,,Pta-6817 ,7075,25,LSA,Wilton,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6823 ,7400,30,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,marine shell,,Pta-6831 ,7685,30,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6838 ,10120,40,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,marine shell,,Pta-6848,10155,30,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,EE,conventional 14C,charcoal,,Pta-6856 ,4740,50,LSA,Wilton,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,EE,conventional 14C,marine shell,,Pta-6877 ,4615,20,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,marine shell,,Pta-6917 ,5720,70,LSA,Wilton,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,EE,conventional 14C,marine shell,,Pta-6920,4665,20,LSA,Wilton,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,marine shell,,Pta-6925,10055,30,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6936 ,9890,70,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,charcoal,,Pta-6937 ,9790,90,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,marine shell,,Pta-6951 ,10215,25,LSA,Oakhurst,,rock shelter,,dockel1998imr,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,,,Pta-6975 ,5390,70,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,,,Pta-6976 ,5370,70,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,,,Pta-6988,7420,80,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,,,UCLA-1746-C-1 ,5310,60,LSA,Wilton,,rock shelter,,sealy2006rdm,Forest
Matjies River,MTR,-34.017,23.417,South Africa,Western Cape,Y,Azonal Vegetation,,conventional 14C,,,UCLA-1746-C-2 ,10100,190,LSA,Oakhurst,,rock shelter,,protsch1975pca,Forest
Matjigwili,MGW,-22.600,31.183,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-6311,560,60,Iron Age,,,,,vogel2000rds,
Matola,MLA,-25.93,32.47,Mozambique,Maputo Province,S,,,conventional 14C,charcoal,,R-1327,1880,50,Iron Age,Early Iron Age,,settlement,,morais1987efc,Silver leaves facies
Matola,MLA,-25.93,32.47,Mozambique,Maputo Province,S,,,conventional 14C,charcoal,,R-1328,1120,50,Iron Age,Early Iron Age,,settlement,,morais1987efc,
Matola,MLA,-25.93,32.47,Mozambique,Maputo Province,S,,,conventional 14C,charcoal,,St-8546,1720,110,Iron Age,Early Iron Age,,settlement,,morais1987efc,Silver leaves facies
Matola,MLA,-25.93,32.47,Mozambique,Maputo Province,S,,,conventional 14C,charcoal,,St-8547,1470,80,Iron Age,Early Iron Age,,settlement,,morais1987efc,
Matola,MLA,-25.93,32.47,Mozambique,Maputo Province,S,,,conventional 14C,shell,,St-8548,2025,80,Iron Age,Early Iron Age,,settlement,,morais1987efc,
